Days per month,Minuter per login,Lowest level completed,Customer added,Stories watched,Stories completed,Churn
12,103,4,42,649.9,464.160775,0
13,36,5,37,217.45,173.9888742,0
8,48,5,8,39.4,28.79125508,0
2,44,6,5,6.5,4.819967875,0
18,44,5,36,357.4,288.8771836,0
16,84,4,13,219.4,189.2216329,0
3,84,4,42,133.3,105.4215081,0
14,91,6,31,494.675,406.5770185,0
13,87,5,41,580.6375,451.9210095,0
16,91,5,32,583.4,507.7886892,0
21,71,5,15,280.5625,237.2100902,0
17,93,6,40,791.5,624.3801106,0
9,83,5,40,374.5,300.8302074,0
20,86,4,41,882.5,754.7714075,0
18,61,5,40,550,428.0564395,0
9,36,6,42,171.1,138.12171,0
25,84,5,20,526,434.4929482,0
9,82,4,39,360.775,284.439,0
13,87,5,44,623.05,500.583118,1
13,53,6,33,285.2125,212.566221,0
13,85,4,0,1,0.867313893,0
16,100,5,45,901,682.7761999,0
8,69,5,45,311.5,250.3564993,1
7,75,5,42,276.625,227.732211,0
15,45,6,41,346.9375,244.2145125,0
10,84,5,44,463,409.2870788,0
31,73,6,38,1075.925,837.86059,0
21,54,3,43,610.525,518.3781021,0
1,46,6,41,24.575,19.24490745,1
17,43,6,42,384.775,319.1501763,0
9,79,6,46,409.825,322.2825063,0
19,88,6,34,711.6,579.8870809,0
21,77,5,32,647.8,521.2103446,1
16,89,2,46,819.8,629.9323014,0
19,78,5,23,427.075,313.552362,0
13,8,6,32,42.6,31.92697177,0
1,87,2,41,45.5875,35.55353867,0
2,88,5,41,91.2,69.78551166,0
8,43,6,44,190.2,149.9033372,0
18,39,4,11,97.525,73.14728827,0
19,45,5,0,1,0.764470675,0
11,33,6,40,182.5,157.188204,0
19,52,5,39,482.65,370.3236111,0
15,78,5,43,629.875,509.5859926,0
22,46,4,33,418.45,331.9346546,0
18,50,6,26,293.5,215.3961205,0
17,90,5,46,880.75,715.9914194,1
13,35,4,41,234.1875,183.2913998,0
10,43,6,45,242.875,221.3749374,0
9,75,6,45,380.6875,291.9135771,0
12,73,6,45,493.75,336.542317,0
14,72,3,44,555.4,419.7298119,0
14,88,4,40,617,475.9037251,0
19,44,3,39,408.55,328.8290436,0
8,44,2,41,181.4,142.2096307,0
25,86,4,18,484.75,422.8755511,0
8,10,5,42,43,34.74509632,1
14,90,5,44,694,513.0109385,0
11,79,6,42,457.225,397.6452117,1
16,101,5,45,910,792.4952401,0
25,92,5,45,1294.75,1092.782886,0
14,74,4,45,583.75,425.6899994,0
26,89,5,25,724.125,594.6163467,0
13,41,3,35,234.1875,190.8982312,0
10,73,6,45,411.625,293.6394948,0
13,62,6,43,434.225,338.3909294,0
15,71,7,45,600.0625,474.9780142,0
15,79,6,44,652.75,496.190031,0
20,52,4,39,508,402.4117044,0
13,83,5,41,553.9875,433.7889448,0
17,88,6,43,805.1,651.4830587,0
23,47,7,36,487.45,383.3743028,0
16,80,5,43,689,523.4113582,0
13,70,4,45,512.875,440.9288282,0
31,95,4,36,1326.25,973.210435,0
6,96,6,38,274.6,205.1724065,0
17,74,6,46,724.35,556.7734496,0
22,80,6,42,925,742.760722,0
8,86,5,30,259,187.4523702,0
12,68,6,34,347.8,288.8728805,0
29,80,4,45,1306,959.8414121,0
14,74,4,39,506.05,377.2624538,1
7,71,5,28,174.95,134.6598407,0
18,41,4,34,314.65,246.1943672,0
9,43,5,40,194.5,147.5780433,0
13,49,4,44,351.35,276.2818209,0
15,73,4,38,521.125,413.4102972,0
16,98,6,26,510.6,413.137526,0
13,39,5,40,254.5,204.8581217,1
21,9,6,4,10.45,8.001195527,1
17,43,5,34,311.675,244.6125368,0
19,87,4,28,579.55,470.8854326,0
13,84,4,35,478.75,369.9556009,0
17,89,5,41,776.4125,591.4784285,0
1,88,4,45,50.5,36.74866779,1
21,92,4,30,725.5,597.4873582,0
19,87,5,9,186.9625,154.0515104,0
17,92,5,45,880.75,617.917246,0
10,44,5,46,254,206.9605143,0
18,87,5,38,744.85,585.2663907,0
22,39,7,46,494.35,397.6304858,1
31,81,6,42,1319.275,1106.524546,1
21,75,7,46,906.625,785.1013253,0
12,76,6,42,479.8,416.5045181,1
29,84,5,41,1249.45,952.37522,0
13,28,5,44,201.2,159.7153659,0
9,73,8,35,288.4375,198.8716914,0
13,43,5,44,308.45,242.778128,0
7,92,6,44,355.2,268.709153,0
9,91,5,42,430.975,316.6722095,0
19,83,5,39,769.7875,555.9709542,0
15,86,6,35,565.375,469.4576978,0
14,89,4,24,374.8,283.1206499,0
9,68,8,42,322.3,227.1409201,0
13,54,5,41,360.775,313.4306759,0
31,44,5,27,461.35,370.5625694,0
9,98,4,46,508.15,357.733726,0
17,94,5,46,919.85,758.1463536,0
25,54,3,44,743.5,608.8505423,0
10,48,4,38,229,179.6701639,0
13,36,5,45,264.25,198.9439664,0
25,40,3,26,326,265.1051078,0
17,88,4,45,842.5,727.141776,0
21,103,6,44,1190.65,857.0274727,0
29,80,5,45,1306,1017.724399,1
17,75,4,46,734.125,602.093538,0
12,84,5,45,568,433.4038214,0
7,79,4,42,291.325,265.4688371,0
26,103,6,17,570.075,434.5071524,0
31,67,5,26,676.025,554.7770122,0
16,76,5,45,685,570.07938,0
14,37,5,29,188.775,171.727673,0
8,93,4,45,419.5,322.4027964,0
9,72,5,30,244,213.6367634,0
24,42,4,46,580.6,476.5879324,0
9,39,3,34,150.175,132.496434,0
18,103,5,43,997.525,784.1476194,1
13,92,5,46,688.7,537.0388221,0
12,87,6,42,549.1,431.4752178,0
21,88,6,43,994.3,763.7981109,0
13,75,7,29,354.4375,280.8775754,0
19,71,5,46,776.675,602.1260966,0
19,35,4,35,291.9375,226.5324676,0
11,70,4,44,424.5,374.0655305,0
18,85,5,38,727.75,616.7704924,0
13,90,5,40,586,468.1824213,0
11,51,6,43,302.5375,237.4325296,0
20,48,3,22,265,213.9366711,0
14,46,5,43,347.15,267.9632835,0
14,56,7,38,373.4,302.2789748,0
15,71,5,37,493.5625,348.3969516,0
11,39,5,33,177.9625,161.06181,0
11,74,4,26,265.55,194.6787621,0
18,37,4,34,284.05,222.9275549,0
16,89,5,44,784.2,645.8160562,0
11,77,4,31,329.2125,265.8335895,0
13,82,4,44,587.3,428.8022008,0
19,84,4,31,619.45,482.3270399,0
10,83,5,45,467.875,372.7264822,0
10,91,4,40,456,349.0397351,0
6,44,5,44,146.2,113.5397882,0
12,85,3,45,574.75,454.9539755,0
11,82,4,32,361.8,291.3031126,0
15,91,4,44,751.75,560.877654,0
23,69,5,45,893.6875,714.6797711,0
17,41,4,36,314.65,214.7333875,0
14,50,6,26,228.5,184.0100519,0
0,53,4,30,1,0.813514204,1
12,45,3,45,304.75,237.6282224,1
15,45,7,36,304.75,239.4327389,1
7,45,4,34,134.875,118.295605,0
18,86,5,39,755.65,671.1059841,0
17,78,3,46,763.45,567.340436,0
11,77,5,42,445.675,402.9032354,0
17,39,5,43,357.3625,280.944001,0
8,10,4,34,35,27.59100852,1
19,9,5,36,77.95,59.46894418,0
16,102,4,37,755.8,588.7806828,1
6,48,7,42,152.2,123.6480144,1
15,50,5,37,347.875,309.8661722,0
11,32,4,46,203.4,159.8070149,0
27,86,6,35,1016.875,751.0776952,1
21,40,4,46,484,419.435189,0
5,93,6,46,268.375,216.8317445,0
16,42,5,35,295,220.1230382,0
10,94,4,45,529.75,403.4248162,0
27,43,3,45,654.0625,561.4230955,0
20,96,5,42,1009,790.2663732,0
20,67,4,44,738,538.0781273,0
5,41,6,27,70.1875,56.06079874,1
7,53,5,28,130.85,103.9087506,0
9,67,5,43,325.1125,263.3613869,0
13,9,4,42,62.425,46.41107274,0
23,40,4,43,495.5,354.4999548,1
19,82,5,41,799.475,559.8033172,1
19,83,4,34,671.225,545.9404755,0
11,85,5,45,526.9375,410.0211024,0
14,44,5,45,347.5,285.1820572,1
15,81,5,37,562.9375,429.8681012,0
13,96,4,36,562.6,390.2502119,0
12,11,5,44,73.6,58.89411902,0
9,55,4,43,267.0625,228.6726329,0
10,85,5,26,277.25,237.4200606,0
10,49,3,41,252.125,222.8389693,0
15,14,4,36,95.5,79.83316277,0
10,93,5,38,442.75,345.3137534,0
18,58,3,34,444.7,374.7536121,0
16,45,5,19,172,137.7449697,0
14,92,6,24,387.4,307.6635053,0
12,46,3,42,290.8,220.714573,0
16,79,6,25,396,309.1298935,0
19,87,5,42,868.825,754.7256377,0
22,91,5,37,926.925,689.2559989,0
12,92,7,36,497.8,399.8078337,0
11,41,6,40,226.5,174.9756294,0
17,89,5,14,265.775,204.8650048,0
11,34,6,36,169.3,131.3869939,0
25,46,1,42,604.75,488.1746552,0
16,89,5,46,819.8,734.8157811,0
15,62,5,41,477.625,390.3417093,0
13,81,5,4,53.65,41.22569808,0
30,54,4,44,892,648.4806089,0
11,47,5,19,123.7875,105.0049283,0
19,77,5,31,567.9125,416.9111371,0
13,90,4,37,542.125,447.3196155,0
10,39,4,41,200.875,169.0859717,0
14,46,4,40,323,235.1001828,0
10,44,5,45,248.5,195.4565396,1
14,46,5,39,314.95,241.9443025,0
26,73,4,46,1092.35,836.3180875,0
11,85,5,13,152.9375,126.8356311,0
15,74,4,41,569.875,464.0794143,0
19,39,3,18,167.725,142.8906897,0
28,89,4,41,1278.15,1071.93168,0
24,69,4,20,415,332.4797044,0
10,86,6,41,441.75,353.264606,0
16,8,4,41,66.6,51.08334541,0
10,71,4,37,329.375,257.4531495,0
10,6,6,24,19,16.03556322,0
16,85,5,46,783,620.9559399,0
12,86,5,44,568.6,511.7225157,0
24,42,6,40,505,410.211083,0
5,86,6,46,248.25,226.6658769,0
16,33,7,35,232,175.2136791,1
9,78,3,31,273.025,217.4555065,0
3,74,5,17,48.175,40.19795937,0
22,63,7,18,312.85,267.7642295,0
13,80,5,46,599,516.3583799,0
3,70,7,44,116.5,96.93397719,0
13,79,4,25,321.9375,253.9113943,0
13,89,3,43,622.8875,455.3004595,0
6,47,4,24,85.6,61.91808048,0
15,92,7,37,639.25,583.1746292,0
15,90,4,40,676,524.4629445,0
6,69,6,18,94.15,75.60221965,0
15,57,4,13,139.9375,107.408713,0
16,91,5,42,765.4,598.2342623,0
14,36,6,45,284.5,191.6439931,0
17,48,5,25,256,208.3162297,0
24,57,6,42,719.2,619.147473,0
16,88,4,44,775.4,686.752312,0
31,80,8,28,869,637.2082477,1
23,97,4,45,1255.9375,1023.632056,0
15,91,4,46,785.875,599.2033659,0
10,90,3,41,462.25,345.5167888,0
15,97,4,41,746.6875,599.8053018,0
20,108,4,44,1189,900.6797412,0
19,82,6,42,818.95,678.1318218,0
6,47,4,38,134.95,109.4523889,0
24,86,6,39,1007.2,779.5685553,0
11,90,6,42,520.75,435.7390244,0
16,54,5,0,1,0.812783528,1
9,78,4,26,229.15,183.2510736,0
17,88,5,44,823.8,749.4779505,0
27,80,6,36,973,751.6098694,0
14,33,7,42,243.55,194.3776168,1
10,91,4,33,376.375,301.3660642,0
25,70,4,14,307.25,246.0575361,1
28,85,6,23,685.25,521.9260379,0
11,38,5,46,241.35,210.7025595,0
13,47,4,41,314.1375,258.5326791,0
15,68,5,0,1,0.827704267,0
13,98,7,42,669.85,555.3695193,0
27,44,5,43,639.55,521.6018199,0
13,92,6,35,524.25,391.2297004,0
17,67,4,29,413.8875,307.9193802,0
11,98,6,42,566.95,465.6703548,0
11,84,3,42,486.1,342.4049539,0
12,8,7,46,56.2,45.20228442,1
11,90,4,20,248.5,211.0645696,0
10,86,6,21,226.75,182.6571139,0
5,50,4,39,122.875,96.14123632,0
12,81,3,36,438.4,344.0980765,0
9,79,6,19,169.8625,153.8433044,0
29,92,5,38,1268.3,995.4215243,0
12,82,6,42,517.6,371.9076619,0
10,96,6,33,397,287.4350196,0
10,86,5,42,452.5,384.3084394,0
15,83,4,7,109.9375,91.77793254,0
31,80,5,44,1365,1098.099221,1
22,50,4,33,454.75,373.8863277,0
19,84,6,24,479.8,391.4094384,0
13,87,6,27,382.7125,302.6126288,1
8,89,3,40,357,289.0845039,0
6,42,5,44,139.6,110.5112868,0
11,93,5,46,589.225,511.7603519,0
24,30,6,31,280,227.0841861,0
19,92,6,46,1006.1,846.4840047,0
24,49,4,43,633.1,511.1734725,0
17,74,6,36,567.1,459.5045777,0
7,78,3,43,294.475,246.7097413,0
11,71,5,46,450.075,349.4941133,0
22,83,5,36,822.7,706.1983853,0
28,91,5,42,1338.7,1062.868844,0
9,40,7,45,203.5,175.9724512,0
14,67,4,45,528.625,421.670113,0
11,94,5,37,479.225,358.0624362,0
13,65,7,27,286.1875,235.1434594,0
22,75,5,44,908.5,729.0398121,0
18,61,4,41,563.725,483.8073486,0
10,87,4,44,479.5,362.9530892,0
17,71,5,35,529.0625,453.3268414,0
9,86,5,40,388,301.2606668,0
8,38,7,44,168.2,134.5005342,0
17,43,4,44,403.05,323.0838209,0
12,81,6,42,511.3,407.3108911,0
11,35,4,46,222.375,172.793533,0
16,55,6,38,419,328.4301958,0
23,12,6,14,49.3,42.08403408,0
31,73,4,37,1047.6375,753.415158,0
10,103,5,42,541.75,416.9282064,0
19,89,6,46,973.325,811.7417705,0
23,83,3,37,883.9125,717.8358928,0
30,91,7,31,1058.875,902.3888744,0
31,84,5,4,131.2,100.7448384,0
11,83,4,43,491.7375,425.7154831,0
18,46,4,31,321.85,273.5783497,0
16,49,5,43,422.4,359.430161,0
18,99,5,34,758.35,638.6533661,1
14,84,3,34,500.8,378.3649545,0
25,46,4,46,662.25,481.4924633,0
15,87,6,37,604.5625,460.5727525,0
12,74,6,16,178.6,140.8277304,0
14,37,4,44,285.9,220.5729918,0
23,85,4,42,1027.375,840.2571371,0
18,75,6,20,338.5,275.2125467,0
10,86,6,22,237.5,188.5433146,0
19,57,5,46,623.725,516.851827,0
10,99,6,45,557.875,409.3346524,0
11,39,5,31,167.2375,138.8870445,1
27,94,6,43,1365.175,1220.973264,1
31,98,6,46,1747.85,1342.128931,0
11,104,6,43,615.9,507.3200605,0
8,85,5,5,43.5,33.64485121,0
14,82,4,43,618.05,538.3339213,0
21,79,6,46,954.925,779.2064902,0
14,68,6,0,1,0.795222795,0
13,89,5,19,275.7875,199.669223,0
12,80,5,28,337,281.498117,0
28,31,3,43,467.55,337.9213731,0
18,76,5,21,360.1,275.997594,0
11,37,7,25,128.1875,97.21410929,0
20,83,5,8,167,126.7097024,0
13,80,5,42,547,429.0161834,0
16,77,4,36,555.4,432.541727,0
17,79,5,41,689.2875,537.846039,0
24,82,6,38,935.8,745.2729782,0
22,44,4,28,339.8,258.4577228,0
29,77,5,29,810.4625,691.6201122,0
10,30,5,43,162.25,130.0779458,0
10,41,3,45,231.625,196.536664,0
10,109,6,34,464.25,396.5742402,0
21,44,5,39,451.45,385.0262884,0
14,71,7,18,224.65,182.1221151,0
1,85,5,42,45.625,37.39709581,1
23,84,5,43,1039.45,737.2710055,0
21,79,4,34,706.075,567.1833037,0
8,49,7,42,206.8,174.6311563,1
13,68,4,37,409.85,328.7627477,0
25,92,6,11,317.25,282.4335594,0
18,31,6,40,280,225.6834764,0
10,70,3,46,403.5,326.3382467,0
16,36,7,45,325,254.8643539,0
15,88,5,43,710.5,592.4166718,0
15,88,4,27,446.5,339.8819465,0
14,83,4,46,669.15,571.2866697,0
14,94,4,35,576.75,418.538004,0
21,85,4,39,871.1875,683.1820956,0
31,85,5,39,1285.5625,932.6129391,0
13,75,7,43,525.0625,456.2831479,0
14,92,3,19,306.9,263.0148498,0
11,75,4,32,331,263.835514,0
9,82,5,46,425.35,328.7982121,0
20,43,5,45,484.75,369.0852085,0
9,83,6,25,234.4375,184.5959639,0
8,84,5,46,387.4,326.4493101,0
9,98,4,43,475.075,354.4661742,0
10,85,5,37,394.125,319.8320506,0
15,89,7,37,618.4375,503.8160291,0
16,44,5,37,326.6,283.185126,0
15,80,5,33,496,362.1825632,1
16,46,6,31,286.2,226.2046647,0
11,45,5,44,273.25,190.8876778,1
22,72,7,44,872.2,702.3540378,0
19,60,6,46,656.5,497.4592928,0
10,93,5,22,256.75,203.6623932,0
10,47,4,46,271.25,222.0251131,0
29,88,5,42,1340.8,1254.383025,0
7,85,5,46,343.125,312.7260787,0
10,88,3,39,430,364.7943985,0
12,77,5,30,347.5,286.6782848,0
14,89,5,46,717.45,495.7699117,0
15,80,5,41,616,525.0474859,0
20,43,5,44,474,392.3046298,0
12,76,6,15,172,130.6696371,1
29,94,5,37,1261.775,1046.552042,0
11,83,4,33,377.6125,299.7003989,1
13,65,5,27,286.1875,230.1717822,0
15,37,5,38,264.625,203.4222807,0
12,57,4,34,291.7,228.4927074,0
25,92,6,46,1323.5,1029.300018,1
24,64,5,33,634.6,474.5264775,0
16,86,7,10,173,122.2392174,1
11,55,6,45,341.3125,290.6240239,0
26,83,4,46,1241.85,1051.765374,0
10,79,6,45,445.375,407.075975,0
17,48,6,45,460,371.7269921,0
17,83,6,46,812.325,578.59427,1
19,47,6,45,503.3125,423.0191305,0
16,87,3,28,488.2,404.46804,0
23,90,5,45,1165.375,926.0840821,1
12,47,6,42,297.1,221.179672,1
15,91,4,38,649.375,522.7671075,0
26,79,5,40,1028,802.3168824,0
26,92,5,30,898,790.4214775,0
13,87,5,18,255.475,215.0694494,0
15,76,6,44,628,521.3447314,0
17,72,4,29,444.7,359.8382413,0
15,92,4,34,587.5,478.4934602,1
22,48,5,21,278.2,211.4828397,0
31,69,4,29,776.3875,664.2666336,0
14,45,6,43,339.625,291.1876518,1
10,82,5,44,452,380.7454338,0
10,89,5,46,512.75,435.3394942,1
15,79,6,38,563.875,475.9479123,0
23,87,7,46,1151.575,950.5877427,0
24,99,6,38,1129.6,853.3954171,0
27,79,3,33,880.8625,709.9044185,0
15,79,5,45,667.5625,529.1663978,0
14,41,5,44,316.7,247.2223932,0
17,98,4,31,646.575,538.2095217,0
18,106,5,26,621.1,464.3595356,0
19,41,4,43,419.7125,378.5051876,0
17,83,5,38,671.225,576.4208441,0
20,76,7,43,818,639.4587002,0
31,87,5,40,1349.5,976.1691764,0
12,43,5,40,259,201.3890525,1
15,80,6,41,616,463.8080916,0
13,92,5,46,688.7,511.1569768,0
2,38,5,41,39.95,30.20080691,0
11,42,5,34,197.35,170.0567542,0
6,90,5,25,169.75,146.4459367,0
12,83,5,39,486.55,354.1201476,0
24,74,4,44,977.8,865.0056884,1
11,94,7,44,569.7,459.2592999,0
10,4,4,42,22,16.19847021,1
15,91,5,33,564.0625,372.6958823,0
19,90,4,45,962.875,819.8020615,0
16,80,5,39,625,488.6391705,0
13,103,5,32,536.6,425.4801405,0
9,43,5,45,218.6875,179.8661158,0
20,70,4,34,596,446.3528831,0
16,87,3,27,470.8,371.9524677,0
14,76,5,26,346.8,277.7650109,0
22,8,7,44,97.8,78.66939608,1
31,87,4,25,843.8125,635.9632428,0
20,86,5,44,947,642.5637911,0
10,38,5,30,143.5,114.0923987,0
27,81,6,45,1231.1875,985.7117387,0
16,78,5,44,687.4,449.4533683,1
14,51,5,5,45.625,37.92423404,0
9,41,5,41,190.1125,151.1785397,1
19,45,6,1,11.6875,9.050124473,0
8,40,4,45,181,143.8025708,0
17,36,6,42,322.3,246.3909926,0
15,31,4,43,250.9375,194.3488015,0
12,84,5,9,114.4,100.7229455,0
7,54,4,46,218.35,173.298295,0
19,36,4,42,360.1,281.1187317,0
17,92,7,36,704.8,539.2513117,1
25,49,6,43,659.4375,557.0434038,0
8,82,5,38,312.6,269.9170228,1
19,98,6,39,908.725,688.3358914,0
12,71,2,43,458.95,385.4438277,0
14,85,4,18,268.75,219.8362512,0
11,77,4,33,350.3875,289.1864678,0
27,80,6,28,757,564.9091897,0
15,99,6,44,817.75,637.4521,0
17,96,4,30,613,441.9936352,0
6,39,5,41,120.925,98.16725181,0
2,54,6,36,49.6,39.71140096,0
12,47,4,34,240.7,176.2516225,0
10,44,5,35,193.5,156.3234331,0
18,89,7,33,661.825,474.2146353,0
15,40,4,31,233.5,200.4282705,0
6,87,5,42,275.05,192.4343149,0
18,46,3,28,290.8,263.0307062,0
7,81,6,1,8.0875,5.716378743,0
16,78,6,31,484.6,340.5802935,0
17,38,4,39,315.925,251.4628965,0
31,99,7,41,1573.8625,1434.622101,0
25,88,3,35,963.5,800.8953654,0
12,82,4,41,505.3,375.7827707,0
8,89,4,41,365.9,299.958847,0
9,75,4,41,346.9375,288.6784596,0
15,84,6,43,678.25,524.9657933,0
21,48,3,46,580.6,460.0662645,0
17,73,5,43,668.0375,466.0824943,0
26,95,7,39,1205.125,1013.114164,1
18,46,4,45,466.75,382.364478,0
12,49,6,37,272.95,215.8212233,0
21,89,5,39,912.1375,723.9888674,0
25,82,5,44,1128.5,804.2008639,1
15,86,6,39,629.875,511.8388599,0
12,87,4,35,457.75,361.3592894,0
22,44,5,46,557.6,400.3543687,0
10,41,5,41,211.125,153.6629171,1
11,39,6,46,247.675,186.1143566,0
13,84,5,38,519.7,331.0591263,0
12,89,6,12,161.2,134.4324025,0
13,52,2,45,381.25,292.1311742,0
16,50,5,37,371,308.8109638,0
17,88,5,44,823.8,637.050617,0
9,72,4,44,357.4,307.0565756,0
13,89,5,32,463.8,390.1513803,0
9,100,4,45,507.25,395.599612,0
13,86,5,38,532.05,417.1371503,0
11,92,4,43,544.95,437.1934732,0
16,50,5,36,361,301.9800403,0
15,90,7,45,760.375,655.0230739,1
13,86,4,21,294.475,244.6931519,0
13,83,5,46,621.425,527.3082107,0
18,87,6,17,333.775,249.773592,0
14,44,6,42,324.4,254.799218,0
13,87,3,35,495.8125,406.944695,0
17,38,6,41,332.075,271.3592714,0
16,47,7,31,292.4,219.7084322,1
7,92,6,42,339.1,285.3357198,0
12,98,5,37,544.9,416.9353853,0
7,81,4,36,256.15,221.255897,0
18,39,4,34,299.35,249.8588562,0
15,89,7,42,701.875,584.2862668,0
14,102,4,8,143.8,120.4369473,0
15,72,3,36,487,369.2306818,0
10,79,6,45,445.375,371.8755848,0
19,80,4,41,780,613.0270256,0
10,86,5,45,484.75,357.8944445,0
21,72,5,41,775.9,683.7800759,1
14,105,6,41,754.375,609.1831626,0
21,70,5,18,331.75,267.031723,1
27,95,5,43,1379.6875,1118.066323,0
26,83,5,32,864.2,735.9601897,0
16,73,6,36,526.6,422.1786075,1
20,74,4,41,759.5,570.1311399,0
11,47,6,40,259.5,197.0226947,1
27,43,5,43,625.0375,503.40937,0
10,81,6,44,446.5,325.2119104,1
14,68,4,43,512.7,420.3253948,0
12,81,5,42,511.3,405.3974011,0
18,44,7,44,436.6,355.0798515,0
13,38,6,34,210.95,153.5539299,0
25,51,4,27,431.3125,358.8900358,0
27,75,6,22,557.875,437.8074709,1
31,81,6,12,377.65,288.4094923,1
16,82,5,22,361.8,294.6785357,0
15,95,7,42,749.125,604.7533483,0
12,93,5,35,489.25,400.7649041,1
26,45,4,39,571.375,435.6000705,0
15,79,4,37,549.0625,411.2875751,0
25,88,7,43,1183.5,914.4773754,1
12,90,3,46,622,509.1042059,0
19,80,7,25,476,373.7684963,0
23,79,3,37,841.3625,756.4997015,0
11,75,3,32,331,261.7711977,0
31,54,5,15,314.875,287.4003041,0
23,78,5,36,808.3,586.6086943,0
10,31,4,40,156,117.753998,0
11,89,4,32,392.6,302.3689193,0
15,56,4,44,463,371.101068,0
12,89,6,42,561.7,497.5904051,1
18,54,4,45,547.75,440.0634437,0
15,46,6,42,363.25,278.4996279,0
17,46,4,27,264.925,215.021632,0
11,108,4,44,654.4,519.228538,0
0,87,5,42,1,0.773051543,1
9,101,4,45,512.3125,435.666713,0
28,46,4,45,725.5,642.0444021,0
30,43,6,46,742.75,603.5492395,0
22,71,5,39,762.475,598.1801975,0
13,46,7,38,285.05,237.2569316,0
12,41,6,37,228.55,206.3905677,1
26,91,6,42,1243.15,1040.647731,0
19,89,5,41,867.6375,707.2289458,0
10,79,4,35,346.625,277.199914,0
15,44,5,42,347.5,280.7897857,0
25,13,5,33,135.0625,109.5054108,0
10,97,3,40,486,411.4840325,0
9,80,5,40,361,312.71266,0
23,87,2,35,876.4375,670.5825665,0
10,84,5,29,305.5,237.0202058,1
17,45,5,42,402.625,337.4560217,0
16,44,5,28,247.4,170.6558274,0
6,92,5,43,297.7,241.8119086,0
11,100,3,46,633.5,516.9688511,0
13,76,6,34,420.9,346.0473302,0
19,93,5,25,553.1875,434.584363,0
9,96,4,32,346.6,266.3165182,0
0,52,4,42,1,0.890020987,1
15,47,5,28,247.75,210.3956733,0
28,93,5,46,1498.3,1165.918555,1
14,97,5,42,713.95,534.826817,0
20,33,6,30,248.5,180.0339223,0
21,72,4,0,1,0.838005129,0
11,101,6,36,500.95,327.1520047,0
2,83,3,45,94.375,77.46861514,0
12,84,5,12,152.2,126.5298491,0
12,85,5,46,587.5,458.2570621,0
29,91,6,42,1386.475,968.7130555,0
17,44,5,46,431.1,344.459163,0
16,68,7,41,558.6,419.251824,1
31,55,8,45,960.0625,733.2772005,0
22,84,5,38,878.8,745.6111082,0
12,84,5,46,580.6,474.9838122,0
12,39,5,40,235,183.0547571,0
17,97,7,42,866.725,651.6713333,0
9,8,5,46,42.4,32.08108948,1
17,104,4,33,730.3,538.109176,0
8,82,5,44,361.8,326.4175005,0
15,85,4,41,654.4375,496.9983728,0
20,80,4,34,681,550.3263471,0
13,75,5,45,549.4375,427.6728454,0
18,88,6,40,793,554.620035,1
10,42,7,34,179.5,128.0325131,0
19,75,6,38,677.875,551.5088501,0
23,97,6,35,977.0625,740.2182721,0
18,92,5,39,808.3,645.0167477,0
12,79,5,41,486.85,440.1755629,0
7,55,5,46,222.375,178.2030202,0
15,4,5,35,27.25,19.42665389,0
18,34,6,37,284.05,224.265531,1
11,93,5,44,563.65,453.1034266,0
0,104,5,36,1,0.879650344,1
14,82,5,37,531.95,454.6854247,0
15,80,7,30,451,373.0824053,0
17,7,6,39,59.0125,50.28745621,1
8,101,3,40,405,311.0648381,0
3,50,3,33,62.875,50.82048037,0
12,80,4,45,541,420.049674,0
18,81,4,38,693.55,576.8306241,0
24,78,5,37,866.8,629.6919316,0
31,74,4,37,1061.975,769.1046911,0
14,35,5,45,276.625,244.2192573,0
28,91,5,41,1306.85,1090.917336,1
17,121,5,44,1132.35,976.7547805,0
17,79,5,22,370.325,284.6263632,0
18,82,4,36,665.2,575.443265,0
10,90,7,30,338.5,257.9282862,0
6,67,5,14,71.35,54.95923647,1
16,45,5,45,406,332.9382487,1
11,91,5,39,488.9875,383.5190824,0
15,97,5,46,837.625,671.8092598,0
18,101,5,41,932.725,747.2743668,0
15,80,5,15,226,188.9219837,0
8,86,5,41,353.6,313.2327309,0
17,89,6,25,473.8125,376.2722977,0
15,74,4,44,611.5,516.0315884,0
13,65,5,43,455.1875,355.2224683,0
13,74,3,43,518.075,409.9299161,0
10,84,6,39,410.5,335.9521427,0
24,93,5,18,503.2,397.1507994,0
22,89,5,45,1102.375,928.6830786,0
15,86,5,41,662.125,497.2691899,0
16,81,5,26,422.2,318.194017,0
9,69,3,40,311.5,258.6123788,0
17,38,5,46,372.45,281.4421209,0
1,80,4,41,42,32.51930717,1
15,48,6,35,316,249.6276435,0
31,70,6,30,814.75,604.4879256,0
14,97,7,46,781.85,660.5643753,1
14,70,5,43,527.75,412.0720622,0
18,79,6,23,409.825,345.6299344,0
22,41,5,29,327.975,263.6033101,0
20,51,6,41,523.75,371.2937416,0
12,78,5,38,445.6,342.3844797,0
26,40,5,36,469,399.3007664,0
14,82,4,46,661.1,543.1282718,1
10,78,4,44,430,377.2533974,0
17,32,5,46,313.8,242.8946354,1
14,88,7,43,663.2,540.839911,1
18,87,6,26,509.95,422.1109021,0
20,93,5,33,768.25,586.2985019,0
17,71,5,41,619.5875,490.7552456,0
22,67,4,42,774.85,619.568374,0
13,85,5,43,594.9375,485.887668,0
19,40,5,36,343,280.602744,0
